time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,1,1,1.0,1.0
2025-10-09 00:00:00+00:00,2,2,3.0,3.0
2025-10-10 00:00:00+00:00,1,1,10.0,2.0
2025-10-11 00:00:00+00:00,7,7,25.0,5.0
2025-10-12 00:00:00+00:00,6,6,,
2025-10-13 00:00:00+00:00,2,2,1.0,1.0
2025-10-14 00:00:00+00:00,22,7,3.0,3.0
2025-10-15 00:00:00+00:00,2,2,11.0,6.0
2025-10-16 00:00:00+00:00,1,1,,
2025-10-17 00:00:00+00:00,8,3,3.0,1.0
2025-10-18 00:00:00+00:00,8,3,1.0,1.0
2025-10-19 00:00:00+00:00,7,2,2.0,2.0
2025-10-20 00:00:00+00:00,1,1,1.0,1.0
2025-10-21 00:00:00+00:00,12,2,7.0,3.0
