url_path,views_total,views_unique
/peff74/ESP8266_ESP32_Web_File_Manager,16,11
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/ESP32_Web_file_manager.ino,8,3
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/ESP_Web_File_Manager.ino,3,3
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/index.html,2,2
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/style.css,2,2
/peff74/ESP8266_ESP32_Web_File_Manager/edit/main/README.md,2,1
/peff74/ESP8266_ESP32_Web_File_Manager/tree/main/.github/workflows,2,1
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/.github/workflows/github-repo-stats.yml,1,1
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/notes.md,1,1
/peff74/ESP8266_ESP32_Web_File_Manager/commit/f32e3bbdb90800632e22a8a083f2c1f03004800f,1,1
